"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,        1249,       -4.66351249,      -1.592708557,      -2.034816795,      0.5392138188
          0,           0,        1250,      -4.649897612,      -1.593268012,      -2.009022177,      0.5811457131
          0,           0,        1251,      -4.663016789,      -1.594693506,      -2.048575704,      0.5442105707
          0,           0,        1252,      -4.665593925,      -1.595933387,      -2.040742146,      0.5345055298
          0,           0,        1253,      -4.651845311,      -1.596604731,      -2.014603137,      0.5765899139
          0,           0,        1254,      -4.665872949,      -1.597942783,      -2.054483329,      0.5390785722
          0,           0,        1255,      -4.667424714,      -1.599290731,      -2.046647708,      0.5332092976
          0,           0,        1256,      -4.653732641,      -1.600257999,      -2.020397389,      0.5748729835
          0,           0,        1257,      -4.668574907,       -1.60149398,      -2.060795818,      0.5355885165
          0,           0,        1258,       -4.66930576,      -1.602900332,      -2.052873628,      0.5325864983
          0,           0,        1259,      -4.655787947,      -1.604181822,      -2.026545965,      0.5735504953
          0,           0,        1260,      -4.622334635,      -1.606783729,       -1.96371765,      0.6595223421
          0,           0,        1261,      -4.671330903,      -1.607537206,      -2.069728333,      0.5323218491
          0,           0,        1262,       -4.67089253,      -1.608957047,       -2.06144934,      0.5335436526
          0,           0,        1263,      -4.657446831,      -1.610262399,      -2.034794615,      0.5743452419
          0,           0,        1264,      -4.673200707,      -1.611308847,      -2.076298919,      0.5325394555
          0,           0,        1265,      -4.674831302,      -1.612593497,      -2.067777145,      0.5282348465
          0,           0,        1266,      -4.661895955,      -1.613893382,      -2.040924389,      0.5675860979
          0,           0,        1267,      -4.628396179,      -1.616493322,      -1.976688829,      0.6533628565
          0,           0,        1268,       -4.67494852,      -1.617007947,      -2.084786747,      0.5307697653
          0,           0,        1269,      -4.676962626,      -1.618248959,      -2.075429746,      0.5264707892
          0,           0,        1270,      -4.663919663,      -1.619187991,      -2.048461166,      0.5667839968
          0,           0,        1271,      -4.675875075,      -1.619936368,       -2.08994601,      0.5350782231
          0,           0,        1272,      -4.680059842,      -1.620905976,       -2.08110692,      0.5233721284
          0,           0,        1273,      -4.667080256,      -1.621656862,      -2.054188819,      0.5630474502
          0,           0,        1274,      -4.676141738,      -1.622202293,      -2.094586075,      0.5372597563
          0,           0,        1275,      -4.680911101,      -1.623097635,      -2.085812869,      0.5232959843
          0,           0,        1276,      -4.667968588,      -1.623721041,      -2.058936699,      0.5632796764
          0,           0,        1277,      -4.676787223,      -1.623975923,       -2.09825568,      0.5379217425
          0,           0,        1278,      -4.680983444,      -1.624855004,      -2.089443918,      0.5264204159
          0,           0,        1279,       -4.66812013,      -1.625473039,      -2.062374797,      0.5660319884
          0,           0,        1280,      -4.677465395,      -1.625630832,      -2.101448439,       0.538584834
          0,           0,        1281,      -4.680921651,      -1.626549722,      -2.092455824,      0.5296918304
          0,           0,        1282,      -4.668048236,      -1.627193107,      -2.065117008,      0.5690833195
          0,           0,        1283,      -4.678361386,      -1.627371954,      -2.104774229,      0.5383391169
          0,           0,        1284,       -4.68114364,      -1.628311258,      -2.095518232,      0.5315084607
          0,           0,        1285,      -4.668135525,      -1.628981547,      -2.067852118,      0.5709294316
          0,           0,        1286,      -4.679655621,      -1.629301114,      -2.108566676,      0.5362869597
          0,           0,        1287,      -4.681899414,      -1.630172114,      -2.098957084,       0.530985164
          0,           0,        1288,      -4.668502254,      -1.630880502,      -2.070949935,      0.5710905455
          0,           0,        1289,      -4.681570888,      -1.631412367,      -2.112734195,      0.5317692717
          0,           0,        1290,       -4.68344207,      -1.632146682,      -2.102768049,      0.5276805052
          0,           0,        1291,      -4.669446721,      -1.632944662,      -2.074506299,      0.5691906688
          0,           0,        1292,      -4.684018199,      -1.633730767,      -2.116897017,      0.5256634339
          0,           0,        1293,      -4.685732275,      -1.634349763,      -2.106683643,      0.5226990967
          0,           0,        1294,      -4.671138042,       -1.63532365,      -2.078385542,      0.5659146037
          0,           0,        1295,      -4.686777507,       -1.63636428,      -2.120802565,      0.5196305724
          0,           0,        1296,      -4.688483559,      -1.636928426,      -2.110477441,      0.5178869671
          0,           0,        1297,      -4.673644597,      -1.638163937,      -2.082345469,      0.5621716536
          0,           0,        1298,      -4.689134642,      -1.639357503,      -2.124444436,      0.5150597277
          0,           0,        1299,      -4.681189106,      -1.638884626,       -2.11198538,      0.5339811776
          0,           0,        1300,      -4.661738281,      -1.639045591,      -2.080024105,      0.5866691146
          0,           0,        1301,      -4.663674605,      -1.636440456,      -2.121377177,      0.5759179001
          0,           0,        1302,      -4.649665037,      -1.629437713,      -2.100070793,      0.6097285434
          0,           0,        1303,      -4.622445249,       -1.62292445,       -2.05666828,      0.6704439573
          0,           0,        1304,      -4.604169929,      -1.610505582,      -2.101765925,      0.6959884958
          0,           0,        1305,      -4.582790002,      -1.592174659,      -2.065493801,      0.7367480142
          0,           0,        1306,      -4.560813634,      -1.575930685,      -2.010875773,      0.7779741566
